"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"[FAIL] Điểm SEO: 69/100 | Đạt: 31/45 tiêu chí | Ngưỡng: 70%

KHÁ","14658","Kiểm tra SEO Onpage: Hàng bán chạy Best Seller","","2026-07-23","failed","2026-07-23","SEO TIÊU CHUẨN CƠ BẢN CHO WEB","seo.spec.ts","",""
"[PASS] Điểm SEO: 80/100 | Đạt: 36/45 tiêu chí | Ngưỡng: 70%

TỐT","10681","Kiểm tra SEO Onpage: AIRFLEX™","","2026-07-23","passed","2026-07-23","SEO TIÊU CHUẨN CƠ BẢN CHO WEB","seo.spec.ts","",""
"[FAIL] Điểm SEO: 50/100 | Đạt: 17/34 tiêu chí | Ngưỡng: 60%

TRUNG BÌNH","21994","[Advanced] Kiểm tra SEO chuyên sâu: QUẦN","","2026-07-23","failed","2026-07-23","SEO TIÊU CHUẨN CHUYÊN SÂU (ADVANCED) — PHẦN B","seo-advanced.spec.ts","",""
"[FAIL] Điểm SEO: 53/100 | Đạt: 18/34 tiêu chí | Ngưỡng: 60%

TRUNG BÌNH","51462","[Advanced] Kiểm tra SEO chuyên sâu: ProCOOL™","","2026-07-23","failed","2026-07-23","SEO TIÊU CHUẨN CHUYÊN SÂU (ADVANCED) — PHẦN B","seo-advanced.spec.ts","",""
"","60412","[Advanced] Kiểm tra SEO chuyên sâu: ÁO HOODIE","","2026-07-23","broken","2026-07-23","SEO TIÊU CHUẨN CHUYÊN SÂU (ADVANCED) — PHẦN B","seo-advanced.spec.ts","",""
"[PASS] Điểm SEO: 84/100 | Đạt: 38/45 tiêu chí | Ngưỡng: 70%

TỐT","14172","Kiểm tra SEO Onpage: ÁO POLO","","2026-07-23","passed","2026-07-23","SEO TIÊU CHUẨN CƠ BẢN CHO WEB","seo.spec.ts","",""
"","60453","[Advanced] Kiểm tra SEO chuyên sâu: ÁO SƠ MI","","2026-07-23","broken","2026-07-23","SEO TIÊU CHUẨN CHUYÊN SÂU (ADVANCED) — PHẦN B","seo-advanced.spec.ts","",""
"[FAIL] Điểm SEO: 56/100 | Đạt: 19/34 tiêu chí | Ngưỡng: 60%

TRUNG BÌNH","11344","[Advanced] Kiểm tra SEO chuyên sâu: AIRFLEX™","","2026-07-23","failed","2026-07-23","SEO TIÊU CHUẨN CHUYÊN SÂU (ADVANCED) — PHẦN B","seo-advanced.spec.ts","",""
"[FAIL] Điểm SEO: 61/100 | Đạt: 27/44 tiêu chí | Ngưỡng: 70%

TRUNG BÌNH","7464","Kiểm tra SEO Onpage: Disney | Mickey & Friend","","2026-07-23","failed","2026-07-23","SEO TIÊU CHUẨN CƠ BẢN CHO WEB","seo.spec.ts","",""
"[FAIL] Điểm SEO: 56/100 | Đạt: 19/34 tiêu chí | Ngưỡng: 60%

TRUNG BÌNH","35099","[Advanced] Kiểm tra SEO chuyên sâu: BALO - TÚI XÁCH","","2026-07-23","failed","2026-07-23","SEO TIÊU CHUẨN CHUYÊN SÂU (ADVANCED) — PHẦN B","seo-advanced.spec.ts","",""
