"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","SEO Optimization","1","Tiêu chuẩn cơ bản (parse HTML tĩnh)","0","0","Phân tích SEO chuyên sâu: Giới thiệu","0"
"0","SEO Optimization","0","Tiêu chuẩn chuyên sâu (Advanced — Phần B)","1","0","Phân tích SEO chuyên sâu (Phần B): Chính sách tư vấn","0"
"0","SEO Optimization","1","Tiêu chuẩn cơ bản (parse HTML tĩnh)","0","0","Phân tích SEO chuyên sâu: Hoạt động","0"
"0","SEO Optimization","0","Tiêu chuẩn chuyên sâu (Advanced — Phần B)","1","0","Phân tích SEO chuyên sâu (Phần B): Liên hệ","0"
"0","SEO Optimization","0","Tiêu chuẩn chuyên sâu (Advanced — Phần B)","1","0","Phân tích SEO chuyên sâu (Phần B): Thuyết trình đỉnh cao","0"
"0","SEO Optimization","0","Tiêu chuẩn cơ bản (parse HTML tĩnh)","1","0","Phân tích SEO chuyên sâu: Chính sách chăm sóc","0"
"0","SEO Optimization","1","Tiêu chuẩn chuyên sâu (Advanced — Phần B)","0","0","Phân tích SEO chuyên sâu (Phần B): Hoạt động","0"
"0","SEO Optimization","1","Tiêu chuẩn cơ bản (parse HTML tĩnh)","0","0","Phân tích SEO chuyên sâu: Gắn kết đội ngũ","0"
"0","SEO Optimization","1","Tiêu chuẩn cơ bản (parse HTML tĩnh)","0","0","Phân tích SEO chuyên sâu: Tiện ích","0"
"1","SEO Optimization","0","Tiêu chuẩn chuyên sâu (Advanced — Phần B)","0","0","Phân tích SEO chuyên sâu (Phần B): Dịch vụ","0"
"0","SEO Optimization","1","Tiêu chuẩn chuyên sâu (Advanced — Phần B)","0","0","Phân tích SEO chuyên sâu (Phần B): Tiện ích","0"
"0","SEO Optimization","0","Tiêu chuẩn chuyên sâu (Advanced — Phần B)","1","0","Phân tích SEO chuyên sâu (Phần B): Phòng họp cho thuê theo giờ","0"
"0","SEO Optimization","0","Tiêu chuẩn chuyên sâu (Advanced — Phần B)","1","0","Phân tích SEO chuyên sâu (Phần B): Chính sách bảo mật","0"
"0","SEO Optimization","0","Tiêu chuẩn chuyên sâu (Advanced — Phần B)","1","0","Phân tích SEO chuyên sâu (Phần B): Cho thuê văn phòng cao cấp","0"
"1","SEO Optimization","0","Tiêu chuẩn chuyên sâu (Advanced — Phần B)","0","0","Phân tích SEO chuyên sâu (Phần B): Văn phòng cho thuê","0"
"0","SEO Optimization","1","Tiêu chuẩn cơ bản (parse HTML tĩnh)","0","0","Phân tích SEO chuyên sâu: Văn phòng cho thuê","0"
"1","SEO Optimization","0","Tiêu chuẩn cơ bản (parse HTML tĩnh)","0","0","Phân tích SEO chuyên sâu: Trang chủ (Home Page)","0"
"0","SEO Optimization","0","Tiêu chuẩn chuyên sâu (Advanced — Phần B)","1","0","Phân tích SEO chuyên sâu (Phần B): Văn phòng trọn gói","0"
"0","SEO Optimization","0","Tiêu chuẩn chuyên sâu (Advanced — Phần B)","1","0","Phân tích SEO chuyên sâu (Phần B): Chính sách chăm sóc","0"
"0","SEO Optimization","0","Tiêu chuẩn chuyên sâu (Advanced — Phần B)","1","0","Phân tích SEO chuyên sâu (Phần B): Giới thiệu","0"
