"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","SEO Optimization","0","Tiêu chuẩn cơ bản (parse HTML tĩnh)","1","0","Phân tích SEO chuyên sâu: BALO - TÚI XÁCH","0"
"0","SEO Optimization","0","Tiêu chuẩn cơ bản (parse HTML tĩnh)","1","0","Phân tích SEO chuyên sâu: PHỤ KIỆN","0"
"0","SEO Optimization","0","Tiêu chuẩn cơ bản (parse HTML tĩnh)","1","0","Phân tích SEO chuyên sâu: SMART JEANS™","0"
"0","SEO Optimization","0","Tiêu chuẩn cơ bản (parse HTML tĩnh)","1","0","Phân tích SEO chuyên sâu: Áo Tanktop Nam ICONDENIM Coastal Knit","0"
"0","SEO Optimization","0","Tiêu chuẩn cơ bản (parse HTML tĩnh)","1","0","Phân tích SEO chuyên sâu: Quần Tây Nam ICONDENIM Zenith","0"
"0","SEO Optimization","0","Tiêu chuẩn cơ bản (parse HTML tĩnh)","1","0","Phân tích SEO chuyên sâu: VỚ","0"
"0","SEO Optimization","0","Tiêu chuẩn cơ bản (parse HTML tĩnh)","1","0","Phân tích SEO chuyên sâu: QUẦN KAKI","0"
"0","SEO Optimization","0","Tiêu chuẩn cơ bản (parse HTML tĩnh)","1","0","Phân tích SEO chuyên sâu: Quần Jeans Nam ICONDENIM Stonefade","0"
"0","SEO Optimization","0","Tiêu chuẩn cơ bản (parse HTML tĩnh)","1","0","Phân tích SEO chuyên sâu: Áo Khoác Gió Active Nam ICONDENIM Airflex Gọn Nhẹ Linh Hoạt","0"
"0","SEO Optimization","0","Tiêu chuẩn cơ bản (parse HTML tĩnh)","1","0","Phân tích SEO chuyên sâu: Quần Boxer Nam ICONDENIM Sanctum","0"
"0","SEO Optimization","0","Tiêu chuẩn cơ bản (parse HTML tĩnh)","1","0","Phân tích SEO chuyên sâu: Áo Thun Nam ICONDENIM Regal","0"
"0","SEO Optimization","0","Tiêu chuẩn cơ bản (parse HTML tĩnh)","1","0","Phân tích SEO chuyên sâu: THẮT LƯNG","0"
"0","SEO Optimization","1","Tiêu chuẩn cơ bản (parse HTML tĩnh)","0","0","Phân tích SEO chuyên sâu: ProCOOL | Siêu Mát","0"
"0","SEO Optimization","0","Tiêu chuẩn cơ bản (parse HTML tĩnh)","1","0","Phân tích SEO chuyên sâu: Áo Khoác Dù Nam DISNEY Racing Division","0"
"0","SEO Optimization","0","Tiêu chuẩn cơ bản (parse HTML tĩnh)","1","0","Phân tích SEO chuyên sâu: Set Đồ Nam RUNPOW Airflow Mesh Jersey","0"
"0","SEO Optimization","1","Tiêu chuẩn cơ bản (parse HTML tĩnh)","0","0","Phân tích SEO chuyên sâu: Hàng bán chạy Best Seller","0"
