"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"[PASS] Điểm SEO: 73/100 | Đạt: 29/40 tiêu chí | Ngưỡng: 60%

KHÁ","20336","[Advanced] Kiểm tra SEO chuyên sâu: Cho thuê phòng họp Thủ Dầu Một Bình Dương (/cho-thue-phong-hop-thu-dau-mot-binh-duong)","","2026-07-28","passed","2026-07-28","SEO TIÊU CHUẨN CHUYÊN SÂU (ADVANCED) — PHẦN B","seo-advanced.spec.ts","",""
"[FAIL] Điểm SEO: 53/100 | Đạt: 21/40 tiêu chí | Ngưỡng: 60%

TRUNG BÌNH","15470","[Advanced] Kiểm tra SEO chuyên sâu: Thuê văn phòng Bình Dương (/)","","2026-07-28","failed","2026-07-28","SEO TIÊU CHUẨN CHUYÊN SÂU (ADVANCED) — PHẦN B","seo-advanced.spec.ts","",""
"[FAIL] Điểm SEO: 67/100 | Đạt: 39/58 tiêu chí | Ngưỡng: 70%

KHÁ","12141","Kiểm tra SEO Onpage: Thuê phòng họp theo giờ (/thue-phong-hop-theo-gio)","","2026-07-28","failed","2026-07-28","SEO TIÊU CHUẨN CƠ BẢN CHO WEB","seo.spec.ts","",""
"[PASS] Điểm SEO: 73/100 | Đạt: 29/40 tiêu chí | Ngưỡng: 60%

KHÁ","22094","[Advanced] Kiểm tra SEO chuyên sâu: Chương trình huấn luyện tại tòa nhà BM Tower (/cuoc-hop-chien-luoc)","","2026-07-28","passed","2026-07-28","SEO TIÊU CHUẨN CHUYÊN SÂU (ADVANCED) — PHẦN B","seo-advanced.spec.ts","",""
"[FAIL] Điểm SEO: 67/100 | Đạt: 39/58 tiêu chí | Ngưỡng: 70%

KHÁ","13816","Kiểm tra SEO Onpage: Cho thuê văn phòng sáng tạo (/van-phong-sang-tao)","","2026-07-28","failed","2026-07-28","SEO TIÊU CHUẨN CƠ BẢN CHO WEB","seo.spec.ts","",""
"[FAIL] Điểm SEO: 68/100 | Đạt: 40/59 tiêu chí | Ngưỡng: 70%

KHÁ","15691","Kiểm tra SEO Onpage: Thuê văn phòng Bình Dương (/thue-van-phong-binh-duong)","","2026-07-28","failed","2026-07-28","SEO TIÊU CHUẨN CƠ BẢN CHO WEB","seo.spec.ts","",""
"[FAIL] Điểm SEO: 66/100 | Đạt: 38/58 tiêu chí | Ngưỡng: 70%

KHÁ","11070","Kiểm tra SEO Onpage: Hoạt động (/hoat-dong)","","2026-07-28","failed","2026-07-28","SEO TIÊU CHUẨN CƠ BẢN CHO WEB","seo.spec.ts","",""
"[FAIL] Điểm SEO: 69/100 | Đạt: 40/58 tiêu chí | Ngưỡng: 70%

KHÁ","16628","Kiểm tra SEO Onpage: Văn phòng tiêu chuẩn 2 (/van-phong-tieu-chuan-2)","","2026-07-28","failed","2026-07-28","SEO TIÊU CHUẨN CƠ BẢN CHO WEB","seo.spec.ts","",""
"[PASS] Điểm SEO: 65/100 | Đạt: 26/40 tiêu chí | Ngưỡng: 60%

KHÁ","17440","[Advanced] Kiểm tra SEO chuyên sâu: Văn phòng truyền thống (/van-phong-truyen-thong)","","2026-07-28","passed","2026-07-28","SEO TIÊU CHUẨN CHUYÊN SÂU (ADVANCED) — PHẦN B","seo-advanced.spec.ts","",""
"[PASS] Điểm SEO: 73/100 | Đạt: 29/40 tiêu chí | Ngưỡng: 60%

KHÁ","18354","[Advanced] Kiểm tra SEO chuyên sâu: Gắn kết đội ngũ (/gan-ket-doi-ngu)","","2026-07-28","passed","2026-07-28","SEO TIÊU CHUẨN CHUYÊN SÂU (ADVANCED) — PHẦN B","seo-advanced.spec.ts","",""
